,link,id,locality,country,province,zip_code,price,property_type,subproperty_type,bedroom_count,total_area_m2,equipped_kitchen,furnished,open_fire,terrace,garden,surface_land,swimming_pool,state_building,epc,public_sales,notary_sales
320,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11125909,11125909,Gent,Belgium,East Flanders,9000,400000,APARTMENT,APARTMENT,3.0,111.0,1,0,0,27.0,0.0,,0,AS_NEW,,,
322,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11088309,11088309,Nivelles,Belgium,Walloon Brabant,1300,445000,APARTMENT,APARTMENT,2.0,93.0,1,0,1,15.0,0.0,,0,,A++,,
323,https://www.immoweb.be/en/classified/penthouse/for-sale/brugge/8000/10900805,10900805,Brugge,Belgium,West Flanders,8000,795000,APARTMENT,PENTHOUSE,3.0,178.0,0,0,0,12.0,0.0,,0,GOOD,F,,
324,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11088313,11088313,Nivelles,Belgium,Walloon Brabant,1300,535000,APARTMENT,APARTMENT,3.0,120.0,1,0,1,19.0,0.0,,0,,A++,,
325,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108834,11108834,Namur,Belgium,Namur,5000,302175,APARTMENT,APARTMENT,2.0,89.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
326,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/11039178,11039178,Brugge,Belgium,West Flanders,8000,430000,HOUSE,HOUSE,3.0,86.0,0,0,0,0.0,0.0,71.0,0,GOOD,B,,
329,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108803,11108803,Namur,Belgium,Namur,5000,304875,APARTMENT,APARTMENT,2.0,85.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
330,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/11088310,11088310,Nivelles,Belgium,Walloon Brabant,1300,595000,APARTMENT,APARTMENT,3.0,153.0,1,0,1,30.0,,,0,,A++,,
332,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104400,11104400,Brussels,Belgium,Brussels,1000,425000,APARTMENT,APARTMENT,2.0,106.0,1,0,0,10.0,0.0,,0,,,,
333,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/10931769,10931769,Brugge,Belgium,West Flanders,8000,530000,HOUSE,HOUSE,4.0,295.0,0,0,1,0.0,0.0,165.0,0,TO_RESTORE,E,,
334,https://www.immoweb.be/en/classified/ground-floor/for-sale/bruxelles/1000/11104387,11104387,Brussels,Belgium,Brussels,1000,431000,APARTMENT,GROUND_FLOOR,2.0,106.0,1,0,0,12.0,0.0,,0,,,,
335,https://www.immoweb.be/en/classified/manor-house/for-sale/brugge/8000/11012073,11012073,Brugge,Belgium,West Flanders,8000,1195000,HOUSE,MANOR_HOUSE,5.0,425.0,1,0,0,0.0,55.0,151.0,0,GOOD,C,,
336,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016349,11016349,Bastogne,Belgium,Luxembourg,6600,299000,APARTMENT,APARTMENT,2.0,97.0,0,0,0,24.0,0.0,,0,AS_NEW,A,,
337,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108837,11108837,Namur,Belgium,Namur,5000,310575,APARTMENT,APARTMENT,2.0,89.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
338,https://www.immoweb.be/en/classified/house/for-sale/peruwelz/7600/11131594,11131594,Tournai,Belgium,Hainaut,7600,60000,HOUSE,HOUSE,2.0,80.0,0,0,0,0.0,0.0,310.0,0,TO_RENOVATE,G,,
339,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/10963914,10963914,Brugge,Belgium,West Flanders,8000,315000,HOUSE,HOUSE,2.0,145.0,1,0,1,0.0,0.0,56.0,0,JUST_RENOVATED,B,,
340,https://www.immoweb.be/en/classified/ground-floor/for-sale/bruxelles/1000/11104399,11104399,Brussels,Belgium,Brussels,1000,431000,APARTMENT,GROUND_FLOOR,2.0,106.0,1,0,0,11.0,0.0,,0,,,,
341,https://www.immoweb.be/en/classified/ground-floor/for-sale/bastogne/6600/11016346,11016346,Bastogne,Belgium,Luxembourg,6600,299000,APARTMENT,GROUND_FLOOR,2.0,85.0,0,0,0,12.0,96.0,,0,AS_NEW,A,,
342,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108832,11108832,Namur,Belgium,Namur,5000,318487,APARTMENT,APARTMENT,2.0,92.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
343,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104401,11104401,Brussels,Belgium,Brussels,1000,432000,APARTMENT,APARTMENT,2.0,106.0,1,0,0,10.0,0.0,,0,,,,
344,https://www.immoweb.be/en/classified/ground-floor/for-sale/antwerp/2000/11021076,11021076,Antwerp,Belgium,Antwerp,2000,365000,APARTMENT,GROUND_FLOOR,1.0,74.0,1,0,1,8.0,22.0,,0,,,,
345,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/10918722,10918722,Brugge,Belgium,West Flanders,8000,580000,HOUSE,HOUSE,3.0,326.0,0,0,1,0.0,0.0,167.0,0,TO_RESTORE,E,,
347,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016358,11016358,Bastogne,Belgium,Luxembourg,6600,299000,APARTMENT,APARTMENT,2.0,94.0,0,0,0,12.0,0.0,,0,AS_NEW,A,,
348,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/10969438,10969438,Brugge,Belgium,West Flanders,8000,195000,HOUSE,HOUSE,3.0,143.0,1,0,0,10.0,150.0,255.0,0,TO_RENOVATE,F,,
349,https://www.immoweb.be/en/classified/ground-floor/for-sale/antwerp/2000/11021057,11021057,Antwerp,Belgium,Antwerp,2000,369000,APARTMENT,GROUND_FLOOR,1.0,85.0,1,0,1,0.0,0.0,,0,,,,
350,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108783,11108783,Namur,Belgium,Namur,5000,319235,APARTMENT,APARTMENT,2.0,88.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
351,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016370,11016370,Bastogne,Belgium,Luxembourg,6600,299000,APARTMENT,APARTMENT,2.0,98.0,0,0,0,9.0,0.0,,0,AS_NEW,A,,
352,https://www.immoweb.be/en/classified/mansion/for-sale/brugge/8000/10869838,10869838,Brugge,Belgium,West Flanders,8000,850000,HOUSE,MANSION,4.0,160.0,1,0,0,0.0,0.0,48.0,0,AS_NEW,D,,
355,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016347,11016347,Bastogne,Belgium,Luxembourg,6600,304000,APARTMENT,APARTMENT,2.0,100.0,0,0,0,9.0,0.0,,0,AS_NEW,A,,
356,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/11021068,11021068,Antwerp,Belgium,Antwerp,2000,379000,APARTMENT,APARTMENT,1.0,74.0,1,0,1,5.0,0.0,,0,,,,
357,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108840,11108840,Namur,Belgium,Namur,5000,319375,APARTMENT,APARTMENT,2.0,89.0,0,0,0,8.0,0.0,,0,AS_NEW,B,,
359,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/10919162,10919162,Brugge,Belgium,West Flanders,8000,2870000,HOUSE,HOUSE,4.0,538.0,0,0,1,,0.0,395.0,0,AS_NEW,B,,
361,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10773262,10773262,Nivelles,Belgium,Walloon Brabant,1300,315000,APARTMENT,APARTMENT,1.0,81.0,1,0,0,10.0,0.0,,0,,,,
363,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016368,11016368,Bastogne,Belgium,Luxembourg,6600,304000,APARTMENT,APARTMENT,2.0,88.0,0,0,0,16.0,0.0,,0,AS_NEW,A,,
365,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104381,11104381,Brussels,Belgium,Brussels,1000,437000,APARTMENT,APARTMENT,2.0,107.0,1,0,0,11.0,0.0,,0,,,,
366,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/11021069,11021069,Antwerp,Belgium,Antwerp,2000,385000,APARTMENT,APARTMENT,1.0,74.0,1,0,1,5.0,0.0,,0,,,,
367,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/11021072,11021072,Antwerp,Belgium,Antwerp,2000,385000,APARTMENT,APARTMENT,1.0,72.0,1,0,1,5.0,0.0,,0,,,,
368,https://www.immoweb.be/en/classified/penthouse/for-sale/brugge/8000/11106104,11106104,Brugge,Belgium,West Flanders,8000,865000,APARTMENT,PENTHOUSE,2.0,198.0,0,0,0,30.0,0.0,,0,GOOD,B,,
369,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10773254,10773254,Nivelles,Belgium,Walloon Brabant,1300,315000,APARTMENT,APARTMENT,2.0,98.0,1,0,0,10.0,0.0,,0,,,,
371,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108766,11108766,Namur,Belgium,Namur,5000,321205,APARTMENT,APARTMENT,2.0,99.0,0,0,0,3.0,0.0,,0,AS_NEW,A,,
372,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/11021058,11021058,Antwerp,Belgium,Antwerp,2000,395000,APARTMENT,APARTMENT,1.0,79.0,1,0,1,6.0,0.0,,0,,,,
373,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11121775,11121775,Gent,Belgium,East Flanders,9000,255000,APARTMENT,APARTMENT,1.0,60.0,1,0,0,10.0,0.0,,0,GOOD,A,,
375,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10773256,10773256,Nivelles,Belgium,Walloon Brabant,1300,315000,APARTMENT,APARTMENT,2.0,89.0,1,0,0,10.0,0.0,,0,,,,
376,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016366,11016366,Bastogne,Belgium,Luxembourg,6600,309000,APARTMENT,APARTMENT,2.0,94.0,0,0,0,13.0,0.0,,0,AS_NEW,A,,
377,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108835,11108835,Namur,Belgium,Namur,5000,321987,APARTMENT,APARTMENT,2.0,92.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
379,https://www.immoweb.be/en/classified/apartment/for-sale/brugge/8000/11068322,11068322,Brugge,Belgium,West Flanders,8000,229000,APARTMENT,APARTMENT,1.0,61.0,1,0,1,,0.0,,0,GOOD,B,,
380,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104406,11104406,Brussels,Belgium,Brussels,1000,437000,APARTMENT,APARTMENT,2.0,104.0,1,0,0,12.0,0.0,,0,,,,
382,https://www.immoweb.be/en/classified/ground-floor/for-sale/bastogne/6600/11016345,11016345,Bastogne,Belgium,Luxembourg,6600,314000,APARTMENT,GROUND_FLOOR,2.0,100.0,0,0,0,12.0,114.0,,0,AS_NEW,A,,
383,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10773261,10773261,Nivelles,Belgium,Walloon Brabant,1300,330000,APARTMENT,APARTMENT,2.0,95.0,1,0,0,9.0,0.0,,0,,,,
384,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108788,11108788,Namur,Belgium,Namur,5000,324935,APARTMENT,APARTMENT,2.0,88.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
385,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/10876007,10876007,Brugge,Belgium,West Flanders,8000,219500,HOUSE,HOUSE,2.0,73.0,0,0,0,0.0,0.0,49.0,0,GOOD,F,,
387,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/11021059,11021059,Antwerp,Belgium,Antwerp,2000,395000,APARTMENT,APARTMENT,1.0,79.0,1,0,1,6.0,0.0,,0,,,,
389,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108769,11108769,Namur,Belgium,Namur,5000,326869,APARTMENT,APARTMENT,2.0,99.0,0,0,0,3.0,0.0,,0,AS_NEW,A,,
390,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016350,11016350,Bastogne,Belgium,Luxembourg,6600,314000,APARTMENT,APARTMENT,2.0,100.0,0,0,0,9.0,0.0,,0,AS_NEW,A,,
391,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/11017649,11017649,Brugge,Belgium,West Flanders,8000,289000,HOUSE,HOUSE,2.0,110.0,1,0,1,,0.0,50.0,0,GOOD,B,,
392,https://www.immoweb.be/en/classified/ground-floor/for-sale/wavre/1300/10773247,10773247,Nivelles,Belgium,Walloon Brabant,1300,330000,APARTMENT,GROUND_FLOOR,2.0,95.0,1,0,0,,0.0,,0,,,,
394,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11121772,11121772,Gent,Belgium,East Flanders,9000,260000,APARTMENT,APARTMENT,1.0,60.0,1,0,0,10.0,0.0,,0,GOOD,A,,
395,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104395,11104395,Brussels,Belgium,Brussels,1000,443000,APARTMENT,APARTMENT,2.0,104.0,1,0,0,12.0,0.0,,0,,,,
396,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/10824880,10824880,Brugge,Belgium,West Flanders,8000,359000,HOUSE,HOUSE,3.0,112.0,1,0,0,8.0,0.0,43.0,0,GOOD,,,
397,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10773250,10773250,Nivelles,Belgium,Walloon Brabant,1300,345000,APARTMENT,APARTMENT,2.0,90.0,0,0,0,10.0,0.0,,0,,,,
398,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/11021064,11021064,Antwerp,Belgium,Antwerp,2000,415000,APARTMENT,APARTMENT,1.0,87.0,1,0,1,0.0,0.0,,0,,,,
401,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104407,11104407,Brussels,Belgium,Brussels,1000,443000,APARTMENT,APARTMENT,2.0,107.0,1,0,0,11.0,0.0,,0,,,,
403,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016352,11016352,Bastogne,Belgium,Luxembourg,6600,319000,APARTMENT,APARTMENT,2.0,97.0,0,0,0,24.0,0.0,,0,AS_NEW,A,,
405,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108757,11108757,Namur,Belgium,Namur,5000,327935,APARTMENT,APARTMENT,2.0,93.0,0,0,0,8.0,0.0,,0,AS_NEW,A+,,
408,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11121783,11121783,Gent,Belgium,East Flanders,9000,275000,APARTMENT,APARTMENT,1.0,61.0,1,0,0,10.0,0.0,,0,GOOD,A,,
409,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108824,11108824,Namur,Belgium,Namur,5000,329654,APARTMENT,APARTMENT,2.0,88.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
410,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10773258,10773258,Nivelles,Belgium,Walloon Brabant,1300,345000,APARTMENT,APARTMENT,2.0,100.0,1,0,0,8.0,0.0,,0,,,,
413,https://www.immoweb.be/en/classified/ground-floor/for-sale/wavre/1300/10773252,10773252,Nivelles,Belgium,Walloon Brabant,1300,365000,APARTMENT,GROUND_FLOOR,2.0,100.0,1,0,0,8.0,0.0,,0,,,,
416,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/11021063,11021063,Antwerp,Belgium,Antwerp,2000,485000,APARTMENT,APARTMENT,2.0,98.0,1,0,1,7.0,0.0,,0,,,,
417,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104396,11104396,Brussels,Belgium,Brussels,1000,449000,APARTMENT,APARTMENT,2.0,107.0,1,0,0,11.0,0.0,,0,,,,
418,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10773257,10773257,Nivelles,Belgium,Walloon Brabant,1300,380000,APARTMENT,APARTMENT,2.0,99.0,1,0,0,16.0,0.0,,0,,,,
422,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016361,11016361,Bastogne,Belgium,Luxembourg,6600,324000,APARTMENT,APARTMENT,2.0,97.0,0,0,0,13.0,174.0,,0,AS_NEW,A,,
423,https://www.immoweb.be/en/classified/ground-floor/for-sale/wavre/1300/10773253,10773253,Nivelles,Belgium,Walloon Brabant,1300,395000,APARTMENT,GROUND_FLOOR,2.0,100.0,1,0,0,12.0,0.0,,0,,,,
424,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104391,11104391,Brussels,Belgium,Brussels,1000,449000,APARTMENT,APARTMENT,2.0,104.0,1,0,0,12.0,0.0,,0,,,,
427,https://www.immoweb.be/en/classified/apartment/for-sale/wavre/1300/10773249,10773249,Nivelles,Belgium,Walloon Brabant,1300,440000,APARTMENT,APARTMENT,3.0,117.0,1,0,0,32.0,0.0,,0,,,,
428,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11016369,11016369,Bastogne,Belgium,Luxembourg,6600,329000,APARTMENT,APARTMENT,2.0,97.0,0,0,0,9.0,0.0,,0,AS_NEW,A,,
429,https://www.immoweb.be/en/classified/penthouse/for-sale/meulebeke/8760/11131615,11131615,Tielt,Belgium,West Flanders,8760,502500,APARTMENT,PENTHOUSE,2.0,129.0,0,0,0,24.0,0.0,,0,GOOD,,,
431,https://www.immoweb.be/en/classified/penthouse/for-sale/bastogne/6600/11016376,11016376,Bastogne,Belgium,Luxembourg,6600,380000,APARTMENT,PENTHOUSE,3.0,122.0,0,0,0,21.0,0.0,,0,AS_NEW,A,,
432,https://www.immoweb.be/en/classified/ground-floor/for-sale/meulebeke/8760/11131614,11131614,Tielt,Belgium,West Flanders,8760,247500,APARTMENT,GROUND_FLOOR,1.0,82.0,0,0,0,12.0,31.0,,0,GOOD,,,
434,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11121791,11121791,Gent,Belgium,East Flanders,9000,310000,APARTMENT,APARTMENT,2.0,90.0,1,0,0,11.0,0.0,,0,GOOD,A,,
435,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/11021074,11021074,Antwerp,Belgium,Antwerp,2000,489000,APARTMENT,APARTMENT,2.0,104.0,1,0,1,7.0,0.0,,0,,,,
437,https://www.immoweb.be/en/classified/villa/for-sale/ardooie/8850/11131608,11131608,Tielt,Belgium,West Flanders,8850,675000,HOUSE,VILLA,5.0,334.0,0,0,0,0.0,0.0,5946.0,0,,C,,
438,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108807,11108807,Namur,Belgium,Namur,5000,330323,APARTMENT,APARTMENT,2.0,92.0,0,0,0,14.0,0.0,,0,AS_NEW,B,,
440,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/11021060,11021060,Antwerp,Belgium,Antwerp,2000,495000,APARTMENT,APARTMENT,2.0,104.0,1,0,1,7.0,0.0,,0,,,,
442,https://www.immoweb.be/en/classified/duplex/for-sale/wavre/1300/10773255,10773255,Nivelles,Belgium,Walloon Brabant,1300,485000,APARTMENT,DUPLEX,3.0,140.0,1,0,0,11.0,0.0,,0,,,,
443,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108792,11108792,Namur,Belgium,Namur,5000,330535,APARTMENT,APARTMENT,2.0,88.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
445,https://www.immoweb.be/en/classified/duplex/for-sale/wavre/1300/10773259,10773259,Nivelles,Belgium,Walloon Brabant,1300,495000,APARTMENT,DUPLEX,4.0,138.0,1,0,0,11.0,0.0,,0,,,,
446,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerp/2000/11021070,11021070,Antwerp,Belgium,Antwerp,2000,495000,APARTMENT,PENTHOUSE,2.0,98.0,1,0,1,4.0,0.0,,0,,,,
448,https://www.immoweb.be/en/classified/penthouse/for-sale/bastogne/6600/11016375,11016375,Bastogne,Belgium,Luxembourg,6600,390000,APARTMENT,PENTHOUSE,3.0,125.0,0,0,0,19.0,0.0,,0,AS_NEW,A,,
450,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108758,11108758,Namur,Belgium,Namur,5000,333335,APARTMENT,APARTMENT,2.0,94.0,0,0,0,8.0,0.0,,0,AS_NEW,A+,,
452,https://www.immoweb.be/en/classified/ground-floor/for-sale/antwerp/2000/11021062,11021062,Antwerp,Belgium,Antwerp,2000,498000,APARTMENT,GROUND_FLOOR,2.0,100.0,1,0,1,5.0,7.0,,0,,,,
454,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108785,11108785,Namur,Belgium,Namur,5000,334707,APARTMENT,APARTMENT,2.0,99.0,0,0,0,4.0,0.0,,0,AS_NEW,A,,
456,https://www.immoweb.be/en/classified/house/for-sale/staden/8840/11131604,11131604,Roeselare,Belgium,West Flanders,8840,329500,HOUSE,HOUSE,3.0,191.0,0,0,0,0.0,0.0,379.0,0,GOOD,B,,
457,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108827,11108827,Namur,Belgium,Namur,5000,335430,APARTMENT,APARTMENT,2.0,87.0,0,0,0,8.0,0.0,,0,AS_NEW,A+,,
458,https://www.immoweb.be/en/classified/penthouse/for-sale/bastogne/6600/11016353,11016353,Bastogne,Belgium,Luxembourg,6600,515000,APARTMENT,PENTHOUSE,3.0,184.0,0,0,0,41.0,0.0,,0,AS_NEW,A+,,
459,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11121777,11121777,Gent,Belgium,East Flanders,9000,315000,APARTMENT,APARTMENT,2.0,81.0,1,0,0,10.0,0.0,,0,GOOD,A,,
462,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108809,11108809,Namur,Belgium,Namur,5000,335813,APARTMENT,APARTMENT,2.0,93.0,0,0,0,8.0,0.0,,0,AS_NEW,A,,
463,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/11031883,11031883,Bastogne,Belgium,Luxembourg,6600,95000,HOUSE,HOUSE,0.0,210.0,0,0,0,0.0,0.0,166.0,0,GOOD,,,
464,https://www.immoweb.be/en/classified/duplex/for-sale/wavre/1300/10773260,10773260,Nivelles,Belgium,Walloon Brabant,1300,515000,APARTMENT,DUPLEX,4.0,151.0,1,0,0,10.0,0.0,,0,,,,
467,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108787,11108787,Namur,Belgium,Namur,5000,336173,APARTMENT,APARTMENT,2.0,101.0,0,0,0,5.0,0.0,,0,AS_NEW,A,,
468,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/11090575,11090575,Bastogne,Belgium,Luxembourg,6600,650000,HOUSE,HOUSE,4.0,295.0,0,0,0,0.0,0.0,1177.0,0,,C,,
469,https://www.immoweb.be/en/classified/house/for-sale/koekelare/8680/11131596,11131596,Diksmuide,Belgium,West Flanders,8680,320000,HOUSE,HOUSE,3.0,162.0,0,0,0,0.0,870.0,1023.0,0,GOOD,E,,
470,https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/11021077,11021077,Antwerp,Belgium,Antwerp,2000,499000,APARTMENT,APARTMENT,2.0,105.0,1,0,1,7.0,0.0,,0,,,,
471,https://www.immoweb.be/en/classified/apartment-block/for-sale/bastogne/6600/10943610,10943610,Bastogne,Belgium,Luxembourg,6600,360000,HOUSE,APARTMENT_BLOCK,6.0,482.0,0,0,0,0.0,0.0,13.0,0,,E,,
472,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108772,11108772,Namur,Belgium,Namur,5000,336375,APARTMENT,APARTMENT,2.0,99.0,0,0,0,3.0,0.0,,0,AS_NEW,A,,
474,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11104496,11104496,Brussels,Belgium,Brussels,1000,325000,APARTMENT,APARTMENT,2.0,92.0,1,0,0,0.0,0.0,,0,,,,
475,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerp/2000/11021073,11021073,Antwerp,Belgium,Antwerp,2000,515000,APARTMENT,PENTHOUSE,2.0,103.0,1,0,1,5.0,0.0,,0,,,,
476,https://www.immoweb.be/en/classified/villa/for-sale/wavre/1300/10912085,10912085,Nivelles,Belgium,Walloon Brabant,1300,425000,HOUSE,VILLA,4.0,155.0,1,0,0,80.0,490.0,652.0,1,TO_BE_DONE_UP,D,,
477,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108802,11108802,Namur,Belgium,Namur,5000,337970,APARTMENT,APARTMENT,2.0,99.0,0,0,0,3.0,0.0,,0,AS_NEW,A,,
478,https://www.immoweb.be/en/classified/house/for-sale/sint-denijs/8554/11131592,11131592,Kortrijk,Belgium,West Flanders,8554,288000,HOUSE,HOUSE,2.0,188.0,0,0,0,0.0,370.0,612.0,0,GOOD,E,,
479,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/11084046,11084046,Bastogne,Belgium,Luxembourg,6600,320000,HOUSE,HOUSE,3.0,,1,0,0,0.0,1.0,8.0,0,,,,
480,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wavre/1300/11130686,11130686,Nivelles,Belgium,Walloon Brabant,1300,1500000,HOUSE,MIXED_USE_BUILDING,0.0,870.0,1,0,0,,0.0,1100.0,0,AS_NEW,B,,
481,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerp/2000/11021075,11021075,Antwerp,Belgium,Antwerp,2000,595000,APARTMENT,PENTHOUSE,3.0,151.0,1,0,1,7.0,0.0,,0,,,,
482,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108782,11108782,Namur,Belgium,Namur,5000,338607,APARTMENT,APARTMENT,3.0,111.0,0,0,0,25.0,0.0,,0,AS_NEW,A,,
484,https://www.immoweb.be/en/classified/house/for-sale/bastogne/6600/11102720,11102720,Bastogne,Belgium,Luxembourg,6600,300000,HOUSE,HOUSE,3.0,,1,0,0,0.0,0.0,496.0,0,GOOD,C,,
485,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/11121792,11121792,Gent,Belgium,East Flanders,9000,340000,APARTMENT,APARTMENT,2.0,88.0,1,0,0,13.0,0.0,,0,GOOD,A,,
486,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wavre/1300/11130684,11130684,Nivelles,Belgium,Walloon Brabant,1300,1700000,HOUSE,MIXED_USE_BUILDING,0.0,870.0,1,0,0,0.0,0.0,25020.0,0,AS_NEW,B,,
487,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108759,11108759,Namur,Belgium,Namur,5000,338835,APARTMENT,APARTMENT,2.0,94.0,0,0,0,8.0,0.0,,0,AS_NEW,A+,,
488,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerp/2000/11021065,11021065,Antwerp,Belgium,Antwerp,2000,668000,APARTMENT,PENTHOUSE,2.0,124.0,1,0,1,6.0,0.0,,0,,,,
490,https://www.immoweb.be/en/classified/apartment/for-sale/bastogne/6600/11011570,11011570,Bastogne,Belgium,Luxembourg,6600,310000,APARTMENT,APARTMENT,3.0,121.0,1,0,0,0.0,0.0,,0,,B,,
491,https://www.immoweb.be/en/classified/penthouse/for-sale/antwerp/2000/11021061,11021061,Antwerp,Belgium,Antwerp,2000,699000,APARTMENT,PENTHOUSE,3.0,146.0,1,0,1,0.0,0.0,,0,,,,
492,https://www.immoweb.be/en/classified/apartment/for-sale/namur/5000/11108801,11108801,Namur,Belgium,Namur,5000,339935,APARTMENT,APARTMENT,2.0,94.0,0,0,0,8.0,0.0,,0,AS_NEW,A+,,
494,https://www.immoweb.be/en/classified/house/for-sale/lendelede/8860/11131588,11131588,Kortrijk,Belgium,West Flanders,8860,319000,HOUSE,HOUSE,3.0,131.0,0,0,0,0.0,0.0,467.0,0,GOOD,D,,
